return,volatility,sharpe,HDFCBANK.NS,INFY.NS,ITC.NS,RELIANCE.NS
-0.0011011653226464038,0.1347719093726737,-0.00817058486276574,0.2895307381338699,0.18133636477001513,0.36176089530631256,0.16737200178980238
