return,volatility,sharpe,HDFCBANK.NS,INFY.NS,ITC.NS,RELIANCE.NS
0.05084423130855998,0.19985765426615906,0.25440222189763384,0.015882789098533058,0.01753159763220071,0.01562740843366982,0.9509582048355965
