ticker,HDFCBANK.NS,INFY.NS,ITC.NS,RELIANCE.NS
HDFCBANK.NS,1.0,0.17980983228355346,0.20450601092874032,0.36979302654331553
INFY.NS,0.17980983228355346,1.0,0.14084472180942204,0.22438060838083648
ITC.NS,0.20450601092874032,0.14084472180942204,1.0,0.2945731695672237
RELIANCE.NS,0.36979302654331553,0.22438060838083648,0.2945731695672237,1.0
